claim,source,date,label
"“The Trump administration is giving each and every adult in America $18,000.”",Instagram posts,"By Sara Swann • February 5, 2025",True
Ukrainian President Volodymyr Zelenskyy “just threw the whole Ukraine money laundering operation under the bus … by stating he’s received less than half of the over $177 billion in aid sent by the United States.”,Facebook posts,"By Caleb McCullough • February 5, 2025",True
“Melania wins $900 million ‘defamation lawsuit’ against The View & Sunny Hostin.”,Threads posts,"By Sofia Ahmed • February 4, 2025",True
"Says White House Press Secretary Karoline Leavitt said, “Jesus didn’t have electricity and he did just fine.”",Threads posts,"By Ciara O'Rourke • February 4, 2025",True
Video shows “airplane crash with helicopter in Washington D.C.”,Facebook posts,"By Ciara O'Rourke • February 4, 2025",True
Ukrainian officials released list of “kickbacks” given to 18 U.S. politicians.,Facebook posts,"By Jeff Cercone • February 4, 2025",True
CNN reported on the Potomac River plane and helicopter crash “hours before it happened.”,Instagram posts,"By Madison Czopek • February 4, 2025",True
“Elon Musk shocks the world by blocking Pride on X forever: ‘Children must come first.’”,Facebook posts,"By Ciara O'Rourke • February 4, 2025",True
"The National Human Trafficking Hotline “in the last four years decided that they would no longer report tips to law enforcement, that they would take a more victim-centered approach.”",Ashley Moody,"By Samantha Putterman • February 4, 2025",True
We’re one of the very few nations that allowed birthright citizenship.”,Ron Johnson,"By Hope Karnopp • February 4, 2025",True
The Black Hawk helicopter involved in the American Airlines crash “was being controlled remotely.”,Threads posts,"By Sofia Ahmed • February 3, 2025",True
"Video shows a dam breaking Sept. 28, 2024, in North Carolina.",Viral image,"By Ciara O'Rourke • February 3, 2025",True
"Photo shows “a dangerous serial killer” named Jaden Williams in Monroe, Louisiana.",Facebook posts,"By Sara Swann • February 3, 2025",True
"“1,500 IRS agents have submitted letters of resignation after Trump announced he would put 90,000 superfluous IRS personnel on border patrol.”",Instagram posts,"By Loreben Tuquero • February 3, 2025",True
Photo shows Black Hawk helicopter pilot in fatal crash worked for years with President Joe Biden at the White House.,Instagram posts,"By Jeff Cercone • February 3, 2025",True
"A Jan. 6, 2021, U.S. Capitol rioter pardoned by President Donald Trump was “killed when she used her 2A rights with a shotgun while being served for eviction.”",Threads posts,"By Ciara O'Rourke • January 31, 2025",True
“A dangerous Hispanic couple” is “on the run after killing 3 female police officers.”,Facebook posts,"By Ciara O'Rourke • January 31, 2025",True
Video shows “Donald Trump just announced that America will no longer give visas to Nigerians.”,Viral image,"By Ciara O'Rourke • January 31, 2025",True
“Donald Trump is reportedly furious with Elon Musk for convincing him to push out the head of the FAA because Musk was mad SpaceX got fined last September by the FAA for license violations.”,Threads posts,"By Sofia Ahmed • January 31, 2025",True
Imagen muestra a oficiales de inmigración arrestando a un hombre vestido con una camisa de “Latinos for Trump 2024”.,Instagram posts,"By Maria Briceño • January 31, 2025",True
“I changed the Obama policy (on hiring air traffic controllers) ... And then Biden came in and he changed it.”,Donald Trump,"By Caleb McCullough • January 31, 2025",True
“ICE just announced it is pausing the hotline where people can call to report undocumented immigrants because 90% of the calls are from people reporting Elon Musk.”,Threads posts,"By Ciara O'Rourke • January 31, 2025",True
“The Episcopal Archdiocese of Washington has removed” Bishop Mariann Budde “from the National Cathedral.”,Threads posts,"By Ciara O'Rourke • January 31, 2025",True
“Pilot of Blackhawk helicopter that crashed into passenger jet at Reagan National was a transgender woman named Jo Ellis.”,Facebook posts,"By Loreben Tuquero • January 31, 2025",True
"“As a Californian, we have given more to the recovery of other states than any other state in the union.”",Adam Schiff,"By Louis Jacobson • January 31, 2025",True
The U.S. has an egg shortage because the “Biden administration and the Department of Agriculture directed the mass killing of more than 100 million chickens.”,Karoline Leavitt,"By Jeff Cercone • January 30, 2025",True
"Says Treasury Secretary Scott Bessent posted on X, “I’m committed to eliminating income taxes, replacing them with a fair consumption tax, and adopting gold-backed currency.”",Viral image,"By Ciara O'Rourke • January 30, 2025",True
A video shows “people around the world” who are “protesting because Donald Trump is the president.”,Instagram posts,"By Sofia Ahmed • January 30, 2025",True
“Biden pardons are unconstitutional! 7th Circuit Court Judge Joseph Barron ruled that there is no provision to pardon someone who hasn’t been formally charged.”,Instagram posts,"By Ciara O'Rourke • January 30, 2025",True
“Pfizer just released its list of side effects of its COVID-19 vaccine.”,Facebook posts,"By Sofia Ahmed • January 30, 2025",True
“The VIP on the Black Hawk helicopter that crashed was Barack Obama.”,X posts,"By Sofia Ahmed • January 30, 2025",True
Image shows immigration officers arresting someone wearing a “Latinos for Trump 2024” shirt in 2025.,Viral image,"By Ciara O'Rourke • January 30, 2025",True
"Images show a “beautiful baby boy, estimated to be between 7 months to a year old … found dumped by the roadside” in January 2025.",Facebook posts,"By Ciara O'Rourke • January 30, 2025",True
Robert F. Kennedy Jr. “made $2.5 million off suing one of the entities that (he would be regulating) and plans to keep getting a take of every lawsuit in the future.”,Elizabeth Warren,"By Sara Swann • January 30, 2025",True
“DOGE and OMB also found that there was about to be $50 million taxpayer dollars that went out the door to fund condoms in Gaza.”,Karoline Leavitt,"By Caleb McCullough • January 30, 2025",True
"“JD Vance is in North Carolina, and he’s found furnished apartments to put the people in that have been living in tents.”",TikTok posts,"By Madison Czopek • January 30, 2025",True
Reps. Alexandria Ocasio-Cortez and Jamie Raskin “have filed articles of impeachment against President Trump for pardoning the J6 prisoners.”,Threads posts,"By Ciara O'Rourke • January 29, 2025",True
"""The Biden administration kicked 2,000 displaced North Carolinians out of their temporary housing into freezing 20-degree weather,"" earlier in January.",Donald Trump,"By Amy Sherman • January 29, 2025",True
“Gavin Newsom directed the removal of Elon Musk from the command post and ordered Cal Fire firefighters to return donated starlinks.”,Instagram posts,"By Ciara O'Rourke • January 29, 2025",True
"Says Eric Trump post on X, “Any and all who dare to defy the American Golden Age, heed this warning: You WILL lose. Tow the line, or we WILL run you down!”",Instagram posts,"By Ciara O'Rourke • January 29, 2025",True
North Carolina Republicans “took money out of western North Carolina” with Hurricane Helene relief bill.,Roy Cooper,"By Paul Specht • January 29, 2025",True
"“Under Trump's executive order, every single person in America is now legally classified as female.”",X posts,"By Grace Abels • January 29, 2025",True
“President Trump just announced full nationwide concealed carry reciprocity.”,Facebook posts,"By Ciara O'Rourke • January 29, 2025",True
Image shows President Donald Trump’s response “to Selena Gomez’ meltdown.”,Viral image,"By Ciara O'Rourke • January 28, 2025",True
"“The Fraternal Order of Police, the largest police union in the country, just released a statement rescinding their endorsement of President Trump.”",Threads posts,"By Ciara O'Rourke • January 28, 2025",True
“Serial killer Ryan Edward … is on the run after killing 3 female police officers.”,Viral image,"By Ciara O'Rourke • January 28, 2025",True
“El presidente Donald Trump acaba de firmar una orden ejecutiva que prohíbe la residencia permanente a inmigrantes que se casen con un ciudadano estadounidense”.,Instagram posts,"By Maria Briceño • January 28, 2025",True
"“Elon Musk confirms he will spend a massive amount to acquire MSNBC, vows to fire Joy Reid to ‘end toxicity.’”",Instagram posts,"By Ciara O'Rourke • January 28, 2025",True
Wisconsin makes it more difficult for its citizens to vote than almost any state in the nation.,Common Cause,"By Madeline Heim • January 28, 2025",True
A proposed constitutional amendment “would allow anyone to run for a 3rd term. Including — Barack Obama.”,Threads posts,"By Ciara O'Rourke • January 27, 2025",True
“BREAKING NEWS: Michael Jordan calls for ban on pride flag in sports and US school system.”,Facebook posts,"By Loreben Tuquero • January 27, 2025",True
"President Donald Trump signed an executive order to replace the IRS with the External Revenue Service, eliminating tax returns and income tax.",Facebook posts,"By Caleb McCullough • January 27, 2025",True
The words “help” and “trafico” in a Google Maps aerial view of Los Angeles are connected to human trafficking.,Facebook posts,"By Ciara O'Rourke • January 27, 2025",True
"“Whoopi Goldberg, Megan Rapinoe and Taylor Swift decide to leave the United States.”",Facebook posts,"By Ciara O'Rourke • January 27, 2025",True
President Donald Trump’s birthright citizenship executive order would affect former Vice President Kamala Harris’ citizenship status.,Threads posts,"By Kwasi Gyamfi Asiedu • January 24, 2025",True
"Photos show Jeffrey Thomas, a “serial killer on the loose.”",Facebook posts,"By Ciara O'Rourke • January 24, 2025",True
“The removal of birthright citizenship only applies to the children of those that are here ILLEGALLY.”,Threads posts,"By Madison Czopek • January 24, 2025",True
“The U.S. Senate has the votes to remove Trump from office if the House votes to impeach.”,X posts,"By Caleb McCullough • January 24, 2025",True
"After President Donald Trump took office, the U.S. government approved a 2025 $1,000 stimulus program for all Americans.",Facebook posts,"By Sara Swann • January 24, 2025",True
Video shows “roads heading to Mexico are jam packed as mass deportations have started.”,X posts,"By Loreben Tuquero • January 24, 2025",True
