ID,Headline,Description,Source,Category,Year,Fact-Check Label,Link
171,Breaking: Government removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Technology,2025,Mostly False,https://www.politifact.com/factchecks/8199/
172,Breaking: Government bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,World,2025,Pants on Fire,https://www.politifact.com/factchecks/4179/
173,Breaking: Company bans product,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Technology,2025,Mostly False,https://www.politifact.com/factchecks/1208/
174,Breaking: Government introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Entertainment,2025,Fake,https://www.politifact.com/factchecks/3375/
175,Breaking: Government bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/3166/
176,Breaking: Celebrity introduces product,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/3196/
177,Breaking: Company introduces product,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,World,2025,Fake,https://www.politifact.com/factchecks/4802/
178,Breaking: Company introduces policy,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/6240/
179,Breaking: Celebrity bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Technology,2025,Fake,https://www.politifact.com/factchecks/4562/
180,Breaking: Company bans law,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Entertainment,2025,Fake,https://www.politifact.com/factchecks/3432/
181,Breaking: Government introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/1522/
182,Breaking: Celebrity bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Health,2025,Mostly False,https://www.politifact.com/factchecks/6768/
183,Breaking: Company bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Health,2025,Mostly False,https://www.politifact.com/factchecks/8604/
184,Breaking: Celebrity introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Finance,2025,Mostly False,https://www.politifact.com/factchecks/8935/
185,Breaking: Company introduces policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/1811/
186,Breaking: Government removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Health,2025,Fake,https://www.politifact.com/factchecks/3729/
187,Breaking: Celebrity removes policy,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/1828/
188,Breaking: Government removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/8034/
189,Breaking: Company removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Sports,2025,Mostly False,https://www.politifact.com/factchecks/2259/
190,Breaking: Company introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,World,2025,Pants on Fire,https://www.politifact.com/factchecks/5018/
191,Breaking: Celebrity removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/6306/
192,Breaking: Government bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/2036/
193,Breaking: Company bans policy,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/8744/
194,Breaking: Company introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Entertainment,2025,Fake,https://www.politifact.com/factchecks/3984/
195,Breaking: Company removes law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Finance,2025,Mostly False,https://www.politifact.com/factchecks/5306/
196,Breaking: Celebrity bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Sports,2025,Mostly False,https://www.politifact.com/factchecks/7417/
197,Breaking: Government introduces product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/9470/
198,Breaking: Government introduces product,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/9101/
199,Breaking: Government removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Climate,2025,Mostly False,https://www.politifact.com/factchecks/8959/
200,Breaking: Company removes law,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/4374/
201,Breaking: Company removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/5216/
202,Breaking: Government introduces policy,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/5416/
203,Breaking: Celebrity bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/1960/
204,Breaking: Celebrity bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,World,2025,Mostly False,https://www.politifact.com/factchecks/1226/
205,Breaking: Company bans law,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Fake,https://www.politifact.com/factchecks/4448/
206,Breaking: Government introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Health,2025,Mostly False,https://www.politifact.com/factchecks/5678/
207,Breaking: Celebrity introduces policy,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Sports,2025,Mostly False,https://www.politifact.com/factchecks/1880/
208,Breaking: Government removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/5883/
209,Breaking: Company bans policy,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Politics,2025,Mostly False,https://www.politifact.com/factchecks/9967/
210,Breaking: Government bans law,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Fake,https://www.politifact.com/factchecks/4286/
211,Breaking: Company removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Technology,2025,Fake,https://www.politifact.com/factchecks/3427/
212,Breaking: Government bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Climate,2025,Mostly False,https://www.politifact.com/factchecks/9292/
213,Breaking: Celebrity introduces product,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/8090/
